acc,cov,em_ac_err,g_ac_err
0.7,0.7,0.16896157912467913,0.26022780044765714
0.7,0.8,0.24199232837714946,0.2338796255972091
0.7,0.9,0.12266968024324498,0.16361125342765348
0.7,1.0,0.1821751138855412,0.25037178290212003
0.75,0.7,0.18528376708772132,0.22332513795526232
0.75,0.8,0.12978996365717643,0.21739133369744557
0.75,0.9,0.11317256021011757,0.16222347171721185
0.75,1.0,0.16766523788355225,0.21888539043558652
0.8,0.7,0.12688612651849762,0.20216767852992623
0.8,0.8,0.11612137226690522,0.2172959788117188
0.8,0.9,0.13694576202451658,0.1366811228323911
0.8,1.0,0.11420227716858733,0.1483269941487404
0.85,0.7,0.15299249432999273,0.13195118124886995
0.85,0.8,0.13099021534254351,0.13274334596697046
0.85,0.9,0.12021334328071898,0.1687259714517486
0.85,1.0,0.08316552125193766,0.14865639531673713
0.9,0.7,0.08111751309485205,0.08237384813270676
0.9,0.8,0.07910400953740171,0.14844907243798444
0.9,0.9,0.05230527766422377,0.12552887171238836
0.9,1.0,0.052994637420548996,0.08731148294717128
0.95,0.7,0.07018104571662809,0.10968286027467311
0.95,0.8,0.06840271081267657,0.11935825317661419
0.95,0.9,0.043653220696113215,0.026747089202856955
0.95,1.0,0.08100009490172799,0.08798902834627276
1.0,0.7,0.0,0.011863764571155344
1.0,0.8,0.0,0.008186966888448999
1.0,0.9,0.0,0.009267352413044216
1.0,1.0,0.0,0.017806224620656175
0.7,0.7,0.2230616943896504,0.2868225176524256
0.7,0.8,0.1461764550902025,0.24913487581997884
0.7,0.9,0.07950557379947631,0.14321058802888087
0.7,1.0,0.14305135212271147,0.19237821246020304
0.75,0.7,0.16099106857708312,0.17518814115378312
0.75,0.8,0.14302130955157766,0.23160983800436397
0.75,0.9,0.15588159070365193,0.1388580071720641
0.75,1.0,0.16229704346767426,0.16590990508479564
0.8,0.7,0.12577481977548322,0.1766344213488963
0.8,0.8,0.08326632237665821,0.13467648454799175
0.8,0.9,0.08791113523348304,0.1412460957357854
0.8,1.0,0.12376336473638183,0.10552737385316757
0.85,0.7,0.11154471674050981,0.19387594730283253
0.85,0.8,0.11858588423634353,0.15063681673514684
0.85,0.9,0.09149586200578774,0.09021150185692384
0.85,1.0,0.07120124562553709,0.167113059914885
0.9,0.7,0.058592849571687755,0.124638221604083
0.9,0.8,0.07680650598755157,0.10140079001026736
0.9,0.9,0.05410204787104267,0.1688392666403642
0.9,1.0,0.05199937825490153,0.09591163129097269
0.95,0.7,0.062055426581513196,0.10775791406621293
0.95,0.8,0.040461351680639135,0.07901534702230462
0.95,0.9,0.08684001985889622,0.10194853099746348
0.95,1.0,0.03700000032690387,0.03489368415174576
1.0,0.7,0.0,0.010671706889030741
1.0,0.8,0.0,0.013997389826034046
1.0,0.9,0.0,0.01058859844814275
1.0,1.0,0.0,0.011236324840347534
0.7,0.7,0.26338730961604906,0.3073314051106367
0.7,0.7,0.15993911669098737,0.15767586011654855
0.7,0.7,0.13325102476681394,0.22905075403404462
0.7,0.7,0.12311609004280222,0.3239638703569513
0.7,0.7,0.14418278252649563,0.1276943647997809
0.7,0.8,0.21879532278409808,0.25749076824002703
0.7,0.8,0.15835949370266078,0.14352444235731165
0.7,0.8,0.10939763340345166,0.19675778756906515
0.7,0.8,0.10916678939041546,0.1633465865748086
0.7,0.8,0.18372280081099213,0.2845305105234953
0.7,0.9,0.07807184316960625,0.11454737585707575
0.7,0.9,0.11761087700079964,0.20537277528067166
0.7,0.9,0.11861809589475703,0.24097048060931592
0.7,0.9,0.1639776746074264,0.24706679920055152
0.7,0.9,0.08310414233733032,0.1901060680059916
0.7,1.0,0.10618516616450757,0.1646504101648476
0.7,1.0,0.12411575920507978,0.1291498579277469
0.7,1.0,0.12450871336883951,0.20326885732410538
0.7,1.0,0.08140010845065526,0.15734913587767563
0.7,1.0,0.1626057997547603,0.21061762600981637
0.75,0.7,0.1727053238081807,0.20271190469478118
0.75,0.7,0.1546472619829684,0.2667446613641048
0.75,0.7,0.07987356427506942,0.2985423004261578
0.75,0.7,0.1368113193672733,0.14257205460194788
0.75,0.7,0.20999093524439938,0.23092633793234263
0.75,0.8,0.06377914846681898,0.0694051317951837
0.75,0.8,0.10702799993630652,0.1485616189219614
0.75,0.8,0.13332385299244998,0.1747399796949426
0.75,0.8,0.04819447787054698,0.12389998487783238
0.75,0.8,0.12747705981884672,0.19809929237312274
0.75,0.9,0.13738584285063227,0.1695668205306814
0.75,0.9,0.10916494934385945,0.1999153976810908
0.75,0.9,0.09798235568514801,0.1541371956110471
0.75,0.9,0.13619256857779927,0.15475299096417883
0.75,0.9,0.1073744937450336,0.11638956164771952
0.75,1.0,0.10328087754227744,0.07101224787266613
0.75,1.0,0.09511772216553627,0.14561380410470715
0.75,1.0,0.10760262429859146,0.10365693671080611
0.75,1.0,0.09529086397079078,0.16094807061289496
0.75,1.0,0.10791052458361716,0.08422733780815317
0.8,0.7,0.22056120381611732,0.20808662829137048
0.8,0.7,0.19149091268420615,0.24100917553847434
0.8,0.7,0.19264682264234867,0.15689937669670428
0.8,0.7,0.14913362426880805,0.2619149375563373
0.8,0.7,0.11767972688182204,0.1388824702453434
0.8,0.8,0.10762362262582437,0.15443591943089818
0.8,0.8,0.057709927332117994,0.16357578972249098
0.8,0.8,0.14380853480516764,0.19021080353796227
0.8,0.8,0.10290899139829046,0.11778438754898257
0.8,0.8,0.11734529134078542,0.17901327836597836
0.8,0.9,0.17598152827573,0.20412052427618144
0.8,0.9,0.11186335329617858,0.14612043648963546
0.8,0.9,0.11357718206330991,0.19162590322659523
0.8,0.9,0.09692040633441501,0.1390369407758647
0.8,0.9,0.11488970681923372,0.17608804389062216
0.8,1.0,0.08833742432097036,0.11772866015559791
0.8,1.0,0.12446972421140234,0.1462039455483558
0.8,1.0,0.11651433260005017,0.2048159479255458
0.8,1.0,0.09045101312590875,0.10295032807315185
0.8,1.0,0.1286822085158208,0.15323029611855
0.85,0.7,0.09105422256239826,0.13476281725436845
0.85,0.7,0.05280478711087977,0.06593321306338507
0.85,0.7,0.08071056419484401,0.13578849725775377
0.85,0.7,0.0885780759449829,0.11261583791410967
0.85,0.7,0.11719662585748847,0.17740572830928514
0.85,0.8,0.12087800884705724,0.17548303426254253
0.85,0.8,0.07133599664326729,0.12667878269923583
0.85,0.8,0.05415355631621466,0.13593204437012063
0.85,0.8,0.0919200032351597,0.13213075707966604
0.85,0.8,0.12977171076109362,0.1272126054882372
0.85,0.9,0.0824872969182574,0.144445909372923
0.85,0.9,0.07261081120801005,0.12345430357398535
0.85,0.9,0.09685829235251109,0.09499462376184009
0.85,0.9,0.07352167107355101,0.10721959615783416
0.85,0.9,0.0642092642119767,0.135527370856097
0.85,1.0,0.10272361736168412,0.16640864208395623
0.85,1.0,0.08707581397447484,0.17861181769383994
0.85,1.0,0.04521558530957326,0.14331626468404313
0.85,1.0,0.12018563442057661,0.1494648383646654
0.85,1.0,0.08797564732831609,0.10432020777402817
0.9,0.7,0.11693000553872013,0.11180419113588125
0.9,0.7,0.10985618442744993,0.17391981472407514
0.9,0.7,0.10227229612436328,0.12850823206277673
0.9,0.7,0.08676155701236421,0.18761374458458546
0.9,0.7,0.0968088886851236,0.1142121597081881
0.9,0.8,0.08417758828635924,0.08412625140685959
0.9,0.8,0.07348474530743965,0.1118874309764405
0.9,0.8,0.0827817689100161,0.0916426059365868
0.9,0.8,0.10665896501251415,0.10770354250944458
0.9,0.8,0.07848290932239321,0.09296866406402604
0.9,0.9,0.08902923194295997,0.12249464345664496
0.9,0.9,0.12028384951334237,0.1570815881584665
0.9,0.9,0.07824347745655902,0.09128122166640673
0.9,0.9,0.08745973361259973,0.12531187520681109
0.9,0.9,0.0847128337361972,0.129041394364794
0.9,1.0,0.09198830711142902,0.0981096463894986
0.9,1.0,0.08101444056398255,0.09364917601651568
0.9,1.0,0.0699971446279044,0.10605406919014249
0.9,1.0,0.09999945698618962,0.088178972348117
0.9,1.0,0.07484757221190808,0.10000924559763436
0.95,0.7,0.06409037878452628,0.07417411361411363
0.95,0.7,0.09292180433585184,0.0867337343022958
0.95,0.7,0.039258507497019646,0.06282608530794964
0.95,0.7,0.06504524502866471,0.14503253099262226
0.95,0.7,0.06001991353392744,0.11024833216556751
0.95,0.8,0.038013988053149594,0.06628824797646371
0.95,0.8,0.09428852287044753,0.08292314092172404
0.95,0.8,0.04782229885276923,0.05466550735903175
0.95,0.8,0.06283468815537452,0.057867370968092025
0.95,0.8,0.04726528526423224,0.07825341159092625
0.95,0.9,0.05385977103852824,0.06674902894646151
0.95,0.9,0.0459958537190257,0.08834227428268449
0.95,0.9,0.08437507331784178,0.09940770952593103
0.95,0.9,0.039966184963500795,0.08435084450177333
0.95,0.9,0.04707991812370316,0.1005004285445461
0.95,1.0,0.06199993728929043,0.09033508510892796
0.95,1.0,0.07200000662265538,0.10260154375171371
0.95,1.0,0.059000039172362406,0.055085599194773405
0.95,1.0,0.036999970755102196,0.08261657138884326
0.95,1.0,0.05400007364977166,0.07446878482470287
1.0,0.7,0.0,0.019210624541531107
1.0,0.7,0.0,0.012744138937898719
1.0,0.7,0.0,0.011057591380848941
1.0,0.7,0.0,0.013986575948784163
1.0,0.7,0.0,0.014187133954786768
1.0,0.8,0.0,0.011513173871366522
1.0,0.8,0.0,0.010545811123201076
1.0,0.8,0.0,0.00785748156238586
1.0,0.8,0.0,0.009691130308809859
1.0,0.8,0.0,0.008921043499335757
1.0,0.9,0.0,0.014184934983942687
1.0,0.9,0.0,0.010292961794623467
1.0,0.9,0.0,0.014516995046572445
1.0,0.9,0.0,0.008409631071179535
1.0,0.9,0.0,0.011224357059851808
1.0,1.0,0.0,0.007554537772382908
1.0,1.0,0.0,0.006599899257342057
1.0,1.0,0.0,0.010802925459542312
1.0,1.0,0.0,0.011410957741303518
1.0,1.0,0.0,0.010507177559101022
0.7,0.7,0.1226603986289031,0.17146282744623387
0.7,0.7,0.12690448791697606,0.13313321067170492
0.7,0.7,0.14578768108648754,0.13738469226779315
0.7,0.7,0.15584858940278212,0.1742015585344594
0.7,0.7,0.19961882609884962,0.24754349723373859
0.7,0.8,0.1704144071889898,0.26705091752058574
0.7,0.8,0.13636840451553878,0.20315803995780934
0.7,0.8,0.11170910936166023,0.13889556785564416
0.7,0.8,0.1499354517374667,0.16195775086360364
0.7,0.8,0.20049604319312642,0.2257814010791369
0.7,0.9,0.14070526250160031,0.18396534833985045
0.7,0.9,0.11157857295412243,0.1363277699899248
0.7,0.9,0.15156957477495603,0.24538629756369923
0.7,0.9,0.1006618838469091,0.2029508657639395
0.7,0.9,0.11053313776024853,0.1670522295386201
0.7,1.0,0.14896413464740643,0.19968023353510422
0.7,1.0,0.08965070676213871,0.15021955873461013
0.7,1.0,0.11761481655254657,0.07852058232543835
0.7,1.0,0.11989128545497152,0.19771286616780448
0.7,1.0,0.10108577152447573,0.14486056075152276
0.75,0.7,0.1394091533369367,0.1830021666204561
0.75,0.7,0.1511300652957721,0.19198508311265272
0.75,0.7,0.12982840677701635,0.15862726660866222
0.75,0.7,0.13720857277504062,0.17068126763665903
0.75,0.7,0.16127345395785075,0.15246589836820545
0.75,0.8,0.14851244220301274,0.21334996053612387
0.75,0.8,0.14127370018756302,0.17544366163283853
0.75,0.8,0.1906344718657731,0.28111835020255194
0.75,0.8,0.10746138200542998,0.1843165110552959
0.75,0.8,0.10986059393683034,0.1763607954546157
0.75,0.9,0.10656115831519575,0.09777813993600015
0.75,0.9,0.06710576870215712,0.19228237924523273
0.75,0.9,0.08007167890306166,0.1349514333726154
0.75,0.9,0.11139005207964014,0.12576210451546
0.75,0.9,0.15747346726946088,0.16046115954517937
0.75,1.0,0.08276084103809844,0.08730002452580721
0.75,1.0,0.11713627167863117,0.14403831686758062
0.75,1.0,0.14097323325322153,0.17578040807236694
0.75,1.0,0.0802792902597339,0.16895365346855862
0.75,1.0,0.09573679483339259,0.11370025754212698
0.8,0.7,0.16225357338578827,0.14120756555457525
0.8,0.7,0.09374887294290057,0.11593279741571771
0.8,0.7,0.0878567703617893,0.1815291380257077
0.8,0.7,0.07210761962023993,0.12511712643095063
0.8,0.7,0.11998353950004848,0.23246343073031617
0.8,0.8,0.11147718234489645,0.13993468884519278
0.8,0.8,0.09187867110217462,0.21367737263110576
0.8,0.8,0.16451383818138632,0.1880424074411623
0.8,0.8,0.11838084659842107,0.22283499037605958
0.8,0.8,0.053142552005001065,0.09234120111564159
0.8,0.9,0.08722978526691472,0.1408401471934959
0.8,0.9,0.08826964473752663,0.1370422713453704
0.8,0.9,0.14080728617086768,0.18807465248671706
0.8,0.9,0.13479943287732798,0.18722609462168638
0.8,0.9,0.10100542638369192,0.158209597446078
0.8,1.0,0.10582681691473683,0.13824944783250903
0.8,1.0,0.12834484215591613,0.21633790672029563
0.8,1.0,0.07906051126255909,0.0842392473715845
0.8,1.0,0.11650614681858351,0.14459736680008672
0.8,1.0,0.08449004503628454,0.12204161917328238
0.85,0.7,0.05852293740916026,0.07598755983132632
0.85,0.7,0.12834585751894134,0.12189418297246257
0.85,0.7,0.14173168639358602,0.14535418089644703
0.85,0.7,0.12602547552086785,0.1603646934678069
0.85,0.7,0.07743000506744402,0.12524825124671302
0.85,0.8,0.0952892521466101,0.14256675818853248
0.85,0.8,0.056739763311979274,0.1461799310387364
0.85,0.8,0.1070724517412649,0.1588809879841382
0.85,0.8,0.0962819638834933,0.14495818522060477
0.85,0.8,0.10772314989917053,0.13883998236901662
0.85,0.9,0.11879541135954808,0.10532051764600436
0.85,0.9,0.06350963482366445,0.12315128942525055
0.85,0.9,0.0718539504113258,0.0730997081739716
0.85,0.9,0.09236781111191505,0.119175660589661
0.85,0.9,0.06066168516170667,0.10991452070909402
0.85,1.0,0.07692621258716603,0.1611184570648072
0.85,1.0,0.0708176996018216,0.14826145115910716
0.85,1.0,0.09525174697479732,0.18329088028257123
0.85,1.0,0.10600671575494958,0.15353704549983638
0.85,1.0,0.09518806011985681,0.1511669039280814
0.9,0.7,0.10772915292825891,0.13334338767005116
0.9,0.7,0.07106674024367643,0.109839114903584
0.9,0.7,0.08341138095712797,0.18701418788452295
0.9,0.7,0.09166467719887161,0.16685541635420897
0.9,0.7,0.10363734422067916,0.14307048606118322
0.9,0.8,0.0904224057102484,0.12945705199182622
0.9,0.8,0.10796307706905817,0.1321910579152149
0.9,0.8,0.07834940341123309,0.1513572359008184
0.9,0.8,0.048533002014929494,0.08898599906922866
0.9,0.8,0.09346839097726867,0.11503256890300617
0.9,0.9,0.07022013206534461,0.08411412776929195
0.9,0.9,0.08233124407163639,0.140585982129667
0.9,0.9,0.09400257823815228,0.06696570668987067
0.9,0.9,0.07525967848424986,0.13288580965104957
0.9,0.9,0.10511171632792427,0.08559599390817851
0.9,1.0,0.07005561216662481,0.1538868823546593
0.9,1.0,0.05800170846442265,0.08942208064763268
0.9,1.0,0.06500041825105629,0.10053413415722146
0.9,1.0,0.0820228473069059,0.08909040052774975
0.9,1.0,0.07297208053547422,0.1125300495974797
0.95,0.7,0.0653432107228269,0.0781342913326658
0.95,0.7,0.06619764540215689,0.08781282501578003
0.95,0.7,0.09235802333514909,0.1097892173992937
0.95,0.7,0.06954061077347573,0.09745356241755765
0.95,0.7,0.05206332814636516,0.06190737351345865
0.95,0.8,0.043807125849417816,0.06468942904894337
0.95,0.8,0.03974420433892545,0.07615600321929461
0.95,0.8,0.0651739751054109,0.09034941934157359
0.95,0.8,0.07179854213082237,0.07359156886068063
0.95,0.8,0.05578290813853082,0.09108646079867033
0.95,0.9,0.0759804508151678,0.08498468963465966
0.95,0.9,0.03532807596815224,0.09552511686564802
0.95,0.9,0.0743652147238767,0.06559030508554187
0.95,0.9,0.057104717123560356,0.07777262432368537
0.95,0.9,0.051529632649048085,0.06866284316912952
0.95,1.0,0.05500000109890257,0.057345290764670986
0.95,1.0,0.045999985063290394,0.05971330702169908
0.95,1.0,0.07000000233255532,0.10118222439755642
0.95,1.0,0.04199999916571873,0.056011041099390924
0.95,1.0,0.041000046115502564,0.05467153659082058
1.0,0.7,0.0,0.017683518287225364
1.0,0.7,0.0,0.010899778987739417
1.0,0.7,0.0,0.023708526488023796
1.0,0.7,0.0,0.020212516970913752
1.0,0.7,0.0,0.015186715345607893
1.0,0.8,0.0,0.011654886969692968
1.0,0.8,0.0,0.016552282471359314
1.0,0.8,0.0,0.011324742962435463
1.0,0.8,0.0,0.011894332372165084
1.0,0.8,0.0,0.026143192151945938
1.0,0.9,0.0,0.005084558353776525
1.0,0.9,0.0,0.008851587881872236
1.0,0.9,0.0,0.00983174235765949
1.0,0.9,0.0,0.007239872385712887
1.0,0.9,0.0,0.014526954267978898
1.0,1.0,0.0,0.010023097696279404
1.0,1.0,0.0,0.005875539012302866
1.0,1.0,0.0,0.008388916978125494
1.0,1.0,0.0,0.007160723345954634
1.0,1.0,0.0,0.0045170132447488465